1;[intro]
9;The world wants stars from me
11;But at what cost, I wonder
13;Is it worth losing all my ideals
15;For this great glory
17;All that, for what?
19;Losing my soul along the way
21;I prefer to keep my light
23;Rather than burn endlessly
25;[ … ]
29;The fake smiles and the fake friends
31;That's what success would bring me
33;But I choose the freedom of my mind
35;Instead of ephemeral fame
37;All that, for what?
39;Losing my soul along the way
41;I prefer to keep my light
43;Rather than burn endlessly
45;[ solo ]
53;I prefer to stay normal
55;Keep my simplicity
57;Not lose myself in this carnival
59;And keep my integrity
61;[outro]
63;
