1;[intro]
9;The lights blink
11;my heart beats fast
13;I don't wait
15;I chart my course without limit
17;I break the rules,
19;I live without fear
21;I prefer to run the red light,
23;it's my happiness
25;[ … ]
29;The looks judge me,
31;but I don't care
33;I am free
35;I choose my own path
37;I break the rules,
39;I live without fear
41;I prefer to run the red light,
43;it's my happiness
45;[ solo ]
53;No regrets,
55;no constraints
57;I prefer to run the red light
59;that's my complaint
61;[outro]
63;
