1;[intro]
9;On parallel paths, our destinies crossed
11;You and me, strangers destined to love
13;But our lives are different, our worlds apart
15;And despite this distance, our hearts have resonated
17;On the parallel paths, our souls search
19;Through the labyrinths, our feelings are nourished
21;Despite the obstacles, our bonds strengthen
23;On the parallel paths, our loves intertwine
25;[ … ]
29;Our eyes met, a spark was born
31;In a fleeting moment, a connection was made
33;But the constraints of time, the choices to be made
35;Separated us, leaving our love in suspense
37;On the parallel paths, our souls search
39;Through the labyrinths, our feelings are nourished
41;Despite the obstacles, our bonds strengthen
43;On the parallel paths, our loves intertwine
45;[ solo ]
53;The days pass and our paths drift further apart
55;But our love persists, it burns in me like a wild fire
57;Maybe one day, our paths will finally converge
59;And we will be able to live our love, without any more constraints
61;[outro]
63;
