1;[intro]
9;I put on a smile, so easily fake
11;Behind my sweet words, hides a mean ego
13;I play the nice guy, but I'm just a fraud
15;I hurt those who love me, it's my dark side
17;I pretend to be someone good
19;But deep down, I can be so bad
21;The mask hiding my true feelings
23;I am the nice guy, but only in appearance
25;[ … ]
29;I can hurt with sharp words
31;Ignoring the consequences, I am so mean
33;I betray promises, break hearts without remorse
35;My double face, I wear it like a treasure
37;I pretend to be someone good
39;But deep down, I can be so bad
41;The mask hiding my true feelings
43;I am the nice guy, but only in appearance
45;[ solo ]
53;In the mirror, I no longer recognize myself
55;The weight of this mask, so heavy and so confusing
57;I pretend to be loving, but I do the opposite
59;The nice guy in front, but the jerk in the back
61;[outro]
63;
