1;[intro]
9;Obstacles are many, I see them every day
11;But it's in these challenges that I find my love
13;I refuse to be trapped, locked in a cage
15;I fight for hope, to turn the page
17;Everything is in motion, I am uprooted
19;Change is my norm, it's my reality
21;I get lost in time, in eternity
23;But today is not the day, I will start
25;[ … ]
29;The melody plays, sad and torn
31;Like my wounded soul, which cannot forget
33;But through the pain, a glimmer of hope
35;Dancing with my demons, until the last evening
37;Everything is in motion, I am uprooted
39;Change is my norm, it's my reality
41;I get lost in time, in eternity
43;But today is not the day, I will start
45;[ solo ]
53;But despite all that, I struggle to move forward
55;I need to accept that I can change everything
57;But sometimes I'm scared, I'm paralyzed
59;But I will find the strength to reinvent myself
61;[outro]
63;
