1;[intro]
9;I look at the girls with envy,
11;Their sweet looks and their bodies mesmerize me infinitely.
13;But society dictates rules to me,
15;I must hide my emotions, keep the blinding silence.
17;In my dreams, I want to be different,
19;Love the one who would make me shine.
21;In a world where everything would be allowed,
23;But I am a man, it is forbidden.
25;[ … ]
29;In solitude, I feel this frustration,
31;Not being able to freely express my affection.
33;Words remain stuck in my throat,
35;I am lost, away from the one my heart creates.
37;In my dreams, I want to be different,
39;Love the one who would make me shine.
41;In a world where everything would be allowed,
43;But I am a man, it is forbidden.
45;[ solo ]
53;Deep inside, a feeling hides,
55;"The obvious desire to be in that ""trash"" environment."
57;Defy the norms, live without regrets,
59;But my gender limits me, it's a secret.
61;[outro]
63;
