1;[intro]
9;The notes pour out, the words transform
11;But each song, my heart deforms
13;I implore fate, bring me back to the norm
15;[ … ]
17;In my solitude, the silence kills me
19;Sadness invades me, no way out
21;My Hit Machine, where are you?
23;[ … ]
25;[ … ]
29;Every night, I compose with my broken heart
31;But inspiration has left me, it has fled
33;Perhaps my Hit Machine
35;Has also betrayed it
37;In my solitude, the silence kills me
39;Sadness invades me, no way out
41;My Hit Machine, where are you?
43;[ … ]
45;[ solo ]
53;In my solitude, the silence kills me
55;Sadness invades me, no way out
57;My Hit Machine, where are you?
59;[ … ]
61;[outro]
63;
