1;[intro]
9;I watch these happy couples
11;Filled with love, with endless complicity
13;And I wonder why fate played this trick on me
15;Being attracted to those who will never know my love
17;In my dreams, I see women dancing
19;Their vibrant love, enveloping me in beauty
21;But like a puzzle that doesn't fit
23;I remain alone, doomed to love without echo
25;[ … ]
29;Sometimes, I hide this pain deep inside
31;I wear a mask to blend into the background
33;But deep within me, a sadness persists
35;I am a man, and my love is a forbidden list
37;In my dreams, I see women dancing
39;Their vibrant love, enveloping me in beauty
41;But like a puzzle that doesn't fit
43;I remain alone, doomed to love without echo
45;[ solo ]
53;In my dreams, I see women dancing
55;Their vibrant love, enveloping me in beauty
57;But like a puzzle that doesn't fit
59;I remain alone, doomed to love without echo
61;[outro]
63;
