1;[intro]
9;n my naive lyrics, sadness slips in
11;A melancholy that reveals itself, without artifice
13;Everyone can find reasons to be hurt
15;But I do not want to cause harm
17;In this sad song, let yourself be carried away
19;Through emotions, let yourself be lulled
21;I place no limit on the pain I feel
23;But I have no intention of harming you
25;[ … ]
29;Pain mingles with the naivety of my words
31;A fragility that extends into the silence of echoes
33;If sometimes you feel offended, forgive me
35;It is not my intention,
37;In this sad song, let yourself be carried away
39;Through emotions, let yourself be lulled
41;I place no limit on the pain I feel
43;But I have no intention of harming you
45;[ solo ]
53;In this sad song, let yourself be carried away
55;Through emotions, let yourself be lulled
57;I place no limit on the pain I feel
59;But I have no intention of harming you
61;[outro]
63;
