1;[intro]
9;Red and shiny,
11;you were my pride
13;But now,
15;it's time to say goodbye
17;Goodbye my old electric,
19;you always made me unique
21;The memories by your side,
23;I will never forget them
25;[ … ]
29;The years have passed,
31;your batteries are no longer good
33;I say goodbye,
35;with a somewhat soft heart
37;Goodbye my old electric,
39;you always made me unique
41;The memories by your side,
43;I will never forget them
45;[ solo ]
53;Goodbye my old electric,
55;you were my music
57;Our adventures in the streets,
59;I cherish them
61;[outro]
63;
