1;[intro]
9;Thoughts swirl,
11;Like an endless storm,
13;Memories entwined,
15;In this uncertain chaos.
17;In my own mess,
19;I get lost, I wander,
21;Emotions in a jumble,
23;Like embers that burn.
25;[ … ]
29;Words jostle,
31;Like an avalanche of pain,
33;I struggle in the darkness,
35;To find my happiness again.
37;In my own mess,
39;I get lost, I wander,
41;Emotions in a jumble,
43;Like embers that burn.
45;[ solo ]
53;In the midst of this disorder,
55;I seek the path,
57;To escape this sorrow,
59;That leaves me in grief.
61;[outro]
63;
