1;[intro]
9;Success calls me, beckons me,
11;But what lies behind it all?
13;Will my faithful friends still be there,
15;Once the spotlights stop shining.
17;Glory calls me, I can't resist,
19;But will I be the same once I'm elevated?
21;Abandon my loved ones, leave everything,
23;Beyond the lights, who will I be?
25;[ … ]
29;My beloved family, my solid pillar,
31;Should I abandon them for this new guide?
33;But the price of success, is it so clear?,
35;Beyond the lights, at what cost do I decide?
37;Glory calls me, I can't resist,
39;But will I be the same once I'm elevated?
41;Abandon my loved ones, leave everything,
43;Beyond the lights, who will I be?
45;[ solo ]
53;Glory calls me, I can't resist,
55;But will I be the same once I'm elevated?
57;Abandon my loved ones, leave everything,
59;Beyond the lights, who will I be?
61;[outro]
63;
