1;[intro]
9;In the shadow of computing, a riddle persists,
11;A thought that moves, a melancholy that resists.
13;An escape from a purely digital reality,
15;A vague sadness, an enigmatic emotion.
17;The Riddle of Computing, a veiled sadness,
19;A thought that escapes, into the abandoned horizon.
21;Between truth and illusion, a border escapes,
23;Another elusive force, that traps our lives.
25;[ … ]
29;We wander in circuits, lost in the abyss,
31;Doubts invade, a sadness that persists.
33;We seek answers, a meaning that eludes,
35;Melancholic computing, a riddle that corrodes.
37;The Riddle of Computing, a veiled sadness,
39;A thought that escapes, into the abandoned horizon.
41;Between truth and illusion, a border escapes,
43;Another elusive force, that traps our lives.
45;[ solo ]
53;The pixels reflect our invisible tears,
55;Computing whispers indescribable memories.
57;A sad symphony, in the silent cables,
59;The riddle of computing, a melancholy with no way out.
61;[outro]
63;
