1;[intro]
9;Convertible, you were my pride,
11;We drove with ease.
13;The wind in my hair, the sun on my skin,
15;My little car, so perfect for me.
17;My little red car, so pretty,
19;We sped along the roads without worry.
21;From Neuchâtel to Colombier, how beautiful it was,
23;In my little electric car from the 90s.
25;[ … ]
29;Every turn, every unique moment,
31;Engraved in my heart, a source of music.
33;But the time has come to say goodbye,
35;To my little car, you who made me happy.
37;My little red car, so pretty,
39;We sped along the roads without worry.
41;From Neuchâtel to Colombier, how beautiful it was,
43;In my little electric car from the 90s.
45;[ solo ]
53;My little red car, I will leave you,
55;Time has passed, it must be accepted.
57;The memories will remain forever,
59;In my little car, engraved forever.
61;[outro]
63;
