1;[intro]
9;Red and convertible,
11;Sunny,
13;Our moments together,
15;A beauty.
17;My beautiful electric car, so pretty,
19;I must say goodbye, it's over.
21;My beautiful electric car, so pretty,
23;I must say goodbye, it's over.
25;[ … ]
29;From Neuchâtel to Colombier,
31;Such beautiful trips,
33;But the time has come,
35;To turn the page.
37;My beautiful electric car, so pretty,
39;I must say goodbye, it's over.
41;My beautiful electric car, so pretty,
43;I must say goodbye, it's over.
45;[ solo ]
53;My beautiful electric car, so pretty,
55;I must say goodbye, it's over.
57;My beautiful electric car, so pretty,
59;I must say goodbye, it's over.
61;[outro]
63;
