1;[intro]
9;In my life, I have searched for the instrument,
11;But I have found no contentment.
13;The guitar was too complicated,
15;The piano, I grew tired of it.
17;No instrument can captivate me,
19;I prefer to sing and have fun.
21;No need for notes to be happy,
23;I am a somewhat lazy singer.
25;[ … ]
29;The drums were far too loud,
31;And the violin, what a gallant instrument!
33;But me, I prefer my vocal cords,
35;Singing everywhere, even in the bathroom.
37;No instrument can captivate me,
39;I prefer to sing and have fun.
41;No need for notes to be happy,
43;I am a somewhat lazy singer.
45;[ solo ]
53;So sing with me, everyone in chorus,
55;We only need happiness.
57;No instrument can hold us back,
59;Only music can entertain us.
61;[outro]
63;
