1;[intro]
9;Each day,
11;I sink deeper into my chaos,
13;Like a whirlwind,
15;I lose myself in my thoughts.
17;My happy mess,
19;Everything is my own way,
21;In this disorder,
23;I find my passion each day.
25;[ … ]
29;Scattered thoughts,
31;Like a giant puzzle,
33;In my mess,
35;I always find my bubble.
37;My happy mess,
39;Everything is my own way,
41;In this disorder,
43;I find my passion each day.
45;[ solo ]
53;My happy mess,
55;It pulses through my veins,
57;In this joyful chaos,
59;I’m free from all pains.
61;[outro]
63;
