1;[intro]
9;In the morning, in my car, I turn on the radio
11;And no surprise, who do I hear on it?
13;It's Katerine again with his nasal voice
15;I've heard enough, I'm fed up, damn it!
17;I like Katerine, it's true, it's funny
19;But I'm tired of hearing his songs all the time
21;His crazy universe, it's my thing
23;But sometimes, you need to take a break
25;[ … ]
29;When I go to the café, they always play his hits
31;"""La Banane"" and ""Louxor j'adore"", it's sad but true"
33;I may find him genius and original
35;It gets boring, I need diversity
37;I like Katerine, it's true, it's funny
39;But I'm tired of hearing his songs all the time
41;His crazy universe, it's my thing
43;But sometimes, you need to take a break
45;[ solo ]
53;So Philippe, take a vacation, give us a little break
55;We love you, we appreciate you, but it's time for a pause
57;Come back with your genius when we least expect it
59;And your music will make us laugh again, I know it well!
61;[outro]
63;
