1;[intro]
9;I don't have the voice for the violin,
11;The piano keys in abundance,
13;Trumpet, clarinet, that's for sure,
15;They make sounds way too pure.
17;But me, me, me,
19;With my voice, voice, voice,
21;I'm going to make you dance,
23;Without any instruments.
25;[ … ]
29;The guitar, incendiary drums,
31;It's not my style, it annoys me,
33;The drums leave me perplexed,
35;And the harp, it's too complex.
37;But me, me, me,
39;With my voice, voice, voice,
41;I'm going to make you dance,
43;Without any instruments.
45;[ solo ]
53;And here is my song without an instrument,
55;To brighten up your moments,
57;Without pretense but filled with joy,
59;To make you laugh and dance at will.
61;[outro]
63;
