1;[intro]
9;I've got a distant look, that's my specialty
11;Everyone looks at me, I'm a comic star, yeah!
13;I make faces, I'm always in a trance
15;"People always wonder, ""What's with that dance?!"""
17;Distant look, I don't bite, I promise
19;Distant look, come dance with me, it's better that way
21;No one gets bored when I'm around
23;With my distant look, I break the norms, yeah!
25;[ … ]
29;I walk down the street with my colorful glasses
31;Everyone looks at me, wonders what I've smoked
33;But I don't care, I'm in my enchanted world
35;I play with words, make people laugh, nothing more sacred
37;Distant look, I don't bite, I promise
39;Distant look, come dance with me, it's better that way
41;No one gets bored when I'm around
43;With my distant look, I break the norms, yeah!
45;[ solo ]
53;Come on, everyone, show me your distant look
55;Let's party, laugh, and dance together, now
57;Because with my humor and my madness, life is always better
59;With me, there's no need to be serious, let's enjoy every moment!
61;[outro]
63;
