1;[intro]
9;She’s here, she shines,
11;And she’s the talk of the town,
13;She writes, she composes,
15;With a rebellious crown.
17;The Hit Machine,
19;It’s a wild tale,
21;She sings, she dances,
23;And she’ll never fail.
25;[ … ]
29;Words take flight,
31;On melodies so sweet,
33;Every note, every chord,
35;An emotion we greet.
37;The Hit Machine,
39;It’s a wild tale,
41;She sings, she dances,
43;And she’ll never fail.
45;[ solo ]
53;The Hit Machine,
55;It’s a wild tale,
57;She sings, she dances,
59;And she’ll never fail.
61;[outro]
63;
