1;[intro]
9;The alarm rings, I gradually wake up,
11;My brain activates, dopamine is here,
13;I dance in the kitchen, eating my breakfast,
15;The machines are partying, it's my dopamine Party.
17;In my head, there are lots of little machines,
19;They make my body move, it's dopamine online,
21;We have fun, we dance, we feel good,
23;Dopamine makes our daily lives vibrate.
25;[ … ]
29;At work, the machines go wild,
31;Dopamine gives me wings and amazes me,
33;Ideas flow, I’m a genius,
35;The pleasure they create is my dopamine Party.
37;In my head, there are lots of little machines,
39;They make my body move, it's dopamine online,
41;We have fun, we dance, we feel good,
43;Dopamine makes our daily lives vibrate.
45;[ solo ]
53;So join my dopamine Party,
55;Let the machines make your life more funky,
57;We’ll sing, we’ll dance until morning,
59;Because dopamine is my engine, my destiny.
61;[outro]
63;
