1;[intro]
9;In this land of mountains and chocolate delights,
11;I’m an artist, oh wow, it's quite a sight!
13;On stage I dance, I sing, I put on a show,
15;But never too serious, for life here is aglow.
17;I’m the Swiss jester, making it bright,
19;With my smile, I dazzle the night,
21;Between the Alps and the lakes, I shine just right,
23;The Swiss jester, always full of delight.
25;[ … ]
29;With my guitar and my rhymes, I spin tales so grand,
31;The Swiss folks follow, for I’ve got a heart so grand,
33;On stage, I express, sharing love’s pure light,
35;From the heart of the mountains, joy takes flight.
37;I’m the Swiss jester, making it bright,
39;With my smile, I dazzle the night,
41;Between the Alps and the lakes, I shine just right,
43;The Swiss jester, always full of delight.
45;[ solo ]
53;And when the snow falls, everything turns magical,
55;I feel so free, everything's fantastical,
57;I know that laughter’s our sweetest music,
59;And in Switzerland, fun’s always fantastic.
61;[outro]
63;
