1;[intro]
9;Once upon a time, a very lost man
11;Who saw everything in black and had no perspective
13;But one day, he understood that everything was just a game
15;And that context was the key to living better
17;In this wacky world, it's a matter of context
19;Everything becomes funny and everything becomes grotesque
21;Laughter is our ally, even when everything gets complex
23;Life is much funnier when we change perspective
25;[ … ]
29;In an absurd world, nothing is really serious
31;A simple misunderstanding can become wonderful
33;So let's open our eyes, change our point of view
35;And transform life into a fabulous circus
37;In this wacky world, it's a matter of context
39;Everything becomes funny and everything becomes grotesque
41;Laughter is our ally, even when everything gets complex
43;Life is much funnier when we change perspective
45;[ solo ]
53;Under the sun or the rain, it all depends on the context
55;Life is a challenge, but everything can be picturesque
57;Let's forget our worries and embrace the grotesque
59;Laughter is our weapon, and let's dance the grotesque farce
61;[outro]
63;
