1;[intro]
9;La vie, oh la vie,
11;si prévisible
13;Mais au fond de moi,
15;je suis invincible
17;Fou dans ma tête,
19;normal en apparence
21;Je veux échapper,
23;danser sans modérance
25;[ … ]
29;Les gens me jugent,
31;me disent trop banal
33;Mais je suis différent,
35;je suis original
37;Fou dans ma tête,
39;normal en apparence
41;Je veux échapper,
43;danser sans modérance
45;[ solo ]
53;Et je serai fou,
55;ce soir et pour toujours
57;Normalité ?
59;Je la fuis sans détour
61;[outro]
63;
