1;[intro]
9;In my life, there are moments
11;When everything goes wrong, really
13;But I prefer to keep smiling
15;"And tell myself ""it doesn't matter if it's bad"""
17;It doesn't matter if it's bad
19;That's how it is, it's the unexpected
21;We don't care about critics, we don't care about complainers
23;Because I'm here to add some color
25;[ … ]
29;On stage, sometimes I get tangled up
31;My dance steps, they're not like Michel's
33;But never mind, I let loose and have fun
35;Because I'm here to make people laugh, not to be perfect
37;It doesn't matter if it's bad
39;That's how it is, it's the unexpected
41;We don't care about critics, we don't care about complainers
43;Because I'm here to add some color
45;[ solo ]
53;It doesn't matter if it's bad
55;That's how it is, it's the unexpected
57;We don't care about critics, we don't care about complainers
59;Because I'm here to add some color
61;[outro]
63;
