1;[intro]
9;I’ve got a distant look, that’s my specialty,
11;Everyone’s watching, I’m a comic star, you see!
13;I make funny faces, I’m always in a trance,
15;People keep asking, “Who’s this dance?”
17;Distant gaze, I don’t bite, I promise,
19;Distant gaze, come dance with me, it’s honest.
21;No one’s bored when I’m around,
23;With my distant look, I break all bounds, yeah!
25;[ … ]
29;I stroll down the street, with my funky shades,
31;Everyone's staring, wondering what I’ve made.
33;But I don’t care, I’m in my enchanted land,
35;Playing with words, making folks laugh, it’s grand.
37;Distant gaze, I don’t bite, I promise,
39;Distant gaze, come dance with me, it’s honest.
41;No one’s bored when I’m around,
43;With my distant look, I break all bounds, yeah!
45;[ solo ]
53;Come on, everyone, show me your distant stare,
55;We’ll party, laugh, and dance without a care,
57;With my humor and my fun, life’s always bright,
59;With me, no need for seriousness, let’s enjoy the night!
61;[outro]
63;
