1;[intro]
9;In this world of glitter,
11;I’m watched like a star, a glimmer.
13;But I don’t want to lose myself,
15;In this frantic, glittering chase.
17;I prefer simplicity,
19;Over the excess of celebrity.
21;I want to keep my balance,
23;Even if it doesn’t make hits.
25;[ … ]
29;I’ve seen artists fall,
31;Exhausted, with no breath at all.
33;But I’d rather stay normal,
35;I’d rather stay normal.
37;I prefer simplicity,
39;Over the excess of celebrity.
41;I want to keep my balance,
43;Even if it doesn’t make hits.
45;[ solo ]
53;I’ve chosen to be myself,
55;To live according to my dreams.
57;I’m the captain of my life,
59;And that’s priceless, it seems.
61;[outro]
63;
