1;[intro]
9;I go to the gym, but I can't help but laugh
11;The weights are too heavy, I always get pampered
13;I just raise my arms to impress everyone
15;But I'm just a starlet in the world of blondes
17;I tried to be serious, to move forward
19;But without believing in it, it doesn't really progress
21;So I prefer to take it lightly
23;Life is way too short to stress
25;[ … ]
29;I wanted to be serious in my romantic relationships
31;But without believing in it, I always end up in troubled waters
33;So I prefer to flirt, flutter from heart to heart
35;Love is just a game, might as well laugh rather than be measured
37;I tried to be serious, to move forward
39;But without believing in it, it doesn't really progress
41;So I prefer to take it lightly
43;Life is way too short to stress
45;[ solo ]
53;So, dear friends, don't take yourselves too seriously
55;Enjoy life, make jokes, be joyful
57;Because in the end, it's no use trying
59;If we don't believe in it, we might as well take everything with cheerfulness
61;[outro]
63;
