1;[intro]
9;I was late for the dentist appointment
11;I ran so fast, but I slipped and did a pirouette
13;My teeth hit the sidewalk
15;But it doesn't matter, it makes people laugh in the evening
17;It's a shame, but it's not a big deal
19;Don't worry, it can happen
21;We laugh, we have fun, it's life that derails
23;It's a shame, but it's not a big deal
25;[ … ]
29;I went to the beach to tan
31;But I forgot to put on sunscreen, what an idea
33;I turned red like a tomato
35;But never mind, I'll have a different color
37;It's a shame, but it's not a big deal
39;Don't worry, it can happen
41;We laugh, we have fun, it's life that derails
43;It's a shame, but it's not a big deal
45;[ solo ]
53;So no matter the little troubles
55;Let's laugh at everything and enjoy life
57;Because it's a shame, but it's not a big deal
59;We dance, we sing, we're happy together at any time
61;[outro]
63;
