1;[intro]
9;My world is made of lightness and cheer,
11;I prefer to talk of trifles, with a detached leer.
13;With a gaze that's slightly aloof,
15;I deliberately avoid topics that cause a rift.
17;I sing frivolous songs with zest,
19;Not bothered by issues that spark unrest.
21;Lightness is my guiding line,
23;I leave the controversies to others in time.
25;[ … ]
29;My lyrics aren't manifestos grand,
31;I prefer to entertain rather than take a stand.
33;"I don't censor myself; it's simply my choice,"
35;I opt for singing stories that make some noise.
37;I sing frivolous songs with zest,
39;Not bothered by issues that spark unrest.
41;Lightness is my guiding line,
43;I leave the controversies to others in time.
45;[ solo ]
53;I sing frivolous songs with zest,
55;Not bothered by issues that spark unrest.
57;Lightness is my guiding line,
59;I leave the controversies to others in time.
61;[outro]
63;
