1;[intro]
9;In the zones of limits, each has their own ground,
11;Where we explore our boundaries, unique and profound.
13;The passion within drives us to discover,
15;With each challenge faced, we feel reborn, recover.
17;In the zones of limits, adventure's on the rise,
19;Where everything is possible, and rules relax in disguise.
21;We push past our limits, beyond the confines and walls,
23;It’s in these moments that strength and growth calls.
25;[ … ]
29;Every limit’s a challenge to embrace,
31;On a new level, a new space to trace.
33;It’s thrilling to see how far we can soar,
35;Without stopping, without feeling sore.
37;In the zones of limits, adventure’s on the rise,
39;Where everything is possible, and rules relax in disguise.
41;We push past our limits, beyond the confines and walls,
43;It’s in these moments that strength and growth calls.
45;[ solo ]
53;In the zones of limits, adventure’s on the rise,
55;Where everything is possible, and rules relax in disguise.
57;We push past our limits, beyond the confines and walls,
59;It’s in these moments that strength and growth calls.
61;[outro]
63;
