1;[intro]
9;Grand-Place, vibrant in the rain,
11;Worn cobblestones, witnesses to all the pain,
13;Lively cafés, beer flowing freely,
15;Brussels, all excesses are within reach of me.
17;Brussels, city of every folly,
19;In your chaos, I feel so alive and jolly,
21;The chaos inspires, I lose myself in your streets,
23;Brussels, it’s a mess, and I love this beat.
25;[ … ]
29;The Atomium, symbol of your modern flare,
31;Busy markets where diversities share,
33;Languages intertwine in a joyful clamor,
35;Brussels, your chaos frees me, it's my glamour.
37;Brussels, city of every folly,
39;In your chaos, I feel so alive and jolly,
41;The chaos inspires, I lose myself in your streets,
43;Brussels, it’s a mess, and I love this beat.
45;[ solo ]
53;Brussels, I love you in your imperfections,
55;Your chaos, a source of inspiration’s reflections,
57;In this mess, I’ve found my own space,
59;Brussels, it’s a mess, and it’s my grace.
61;[outro]
63;
