1;[intro]
9;I always wear this charming smile,
11;But behind it, I’m indifferent all the while.
13;I pretend to be caring and true,
15;But my real face is cold and untrue.
17;I play the role of the nice guy,
19;But in reality, I can be sly.
21;Playing with your emotions is my game,
23;Watch out for me, I’m not what I seem.
25;[ … ]
29;I promise you the world and more,
31;But it’s just to get you on the floor.
33;I toy with your heart, without regret,
35;Never thinking of the damage, no sweat.
37;I play the role of the nice guy,
39;But in reality, I can be sly.
41;Playing with your emotions is my game,
43;Watch out for me, I’m not what I seem.
45;[ solo ]
53;I play the role of the nice guy,
55;But in reality, I can be sly.
57;Playing with your emotions is my game,
59;Watch out for me, I’m not what I seem.
61;[outro]
63;
