1;[intro]
9;I shop online, it's my great passion,
11;Little gifts that feel like a song in fashion.
13;A package arrives, I'm thrilled with glee,
15;Opening it up, it’s a joyful spree.
17;I wait with anticipation,
19;My postal parcels, a celebration,
21;Every day brings a fresh delight,
23;I can't resist, it feels so right.
25;[ … ]
29;Clothes, books, and keepsakes galore,
31;Each parcel holds pleasures I adore.
33;The post delivers, it's all thanks to them,
35;A true joy, I'm so glad I can.
37;I wait with anticipation,
39;My postal parcels, a celebration,
41;Every day brings a fresh delight,
43;I can't resist, it feels so right.
45;[ solo ]
53;The postal parcels, what a wonder,
55;Like Christmas in the sun, I’ll not sunder.
57;Treasures that make me smile with cheer,
59;The joy in my eyes is crystal clear.
61;[outro]
63;
