1;[intro]
9;Chaos is my liberty,
11;In my world, I’m always free.
13;Socks scattered on the floor,
15;It’s my style, that’s for sure.
17;I don’t like to clean up, no,
19;It bores me, makes me slow.
21;Dust beneath the bed,
23;I just ignore it instead.
25;[ … ]
29;But my mind’s always wild,
31;Routine leaves me beguiled.
33;My thoughts, my dreams take flight,
35;In my mess, I find my light.
37;I don’t like to clean up, no,
39;It bores me, makes me slow.
41;Dust beneath the bed,
43;I just ignore it instead.
45;[ solo ]
53;But deep down, like everyone,
55;I have moments when I’m done.
57;I clear, I sort, I arrange,
59;Just for a brief change.
61;[outro]
63;
