1;[intro]
9;In my naive texts, I escape without restraint,
11;Anyone can interpret them, it's a free lane.
13;But I mean no harm, that’s my intention,
15;No limits, just a beautiful creation.
17;In these light-hearted songs, I let my creativity flow,
19;Without aiming for deep discourse or a show.
21;I just want to entertain, make you smile,
23;With no intention to harm, just to make life worthwhile.
25;[ … ]
29;The naivety in my words is my signature,
31;Each person can find their own obscure fixture.
33;But I’m not here to offend, I swear,
35;My only goal is to spread pure air.
37;In these light-hearted songs, I let my creativity flow,
39;Without aiming for deep discourse or a show.
41;I just want to entertain, make you smile,
43;With no intention to harm, just to make life worthwhile.
45;[ solo ]
53;In these light-hearted songs, I let my creativity flow,
55;Without aiming for deep discourse or a show.
57;I just want to entertain, make you smile,
59;With no intention to harm, just to make life worthwhile.
61;[outro]
63;
