1;[intro]
9;Simple words,
11;And chords that inspire,
13;A rhythm that makes
15;Your leather heart catch fire.
17;The Hit Machine
19;Will captivate you,
21;Melodies take flight,
23;They can’t escape from you.
25;[ … ]
29;Impactful lyrics,
31;Beats that burn bright,
33;The Hit Machine
35;Knows how to move you right.
37;The Hit Machine
39;Will captivate you,
41;Melodies take flight,
43;They can’t escape from you.
45;[ solo ]
53;The Hit Machine
55;Knows no defeat,
57;It only makes hits,
59;Never a heap of deceit.
61;[outro]
63;
