1;[intro]
9;In my head, an idea sparks,
11;So I sit down at the keyboard,
13;I press the keys, I create,
15;But it all seems impossible to complete.
17;I need to clear space, make room,
19;And then I’m happy, there’s space to bloom,
21;I add my new elements, without pause,
23;But in just a few minutes, it’s like an avalanche.
25;[ … ]
29;By connecting just two little things,
31;The music takes on a whole new swing,
33;But after a few days of this, I’m worn out,
35;I need a break, a win, no doubt.
37;I need to clear space, make room,
39;And then I’m happy, there’s space to bloom,
41;I add my new elements, without pause,
43;But in just a few minutes, it’s like an avalanche.
45;[ solo ]
53;I need to clear space, make room,
55;And then I’m happy, there’s space to bloom,
57;I add my new elements, without pause,
59;But in just a few minutes, it’s like an avalanche.
61;[outro]
63;
