1;[intro]
9;I grew up without a true passion for these notes that play,
11;For the turns that twist,
13;I don't care about virtuosity,
15;I've never had a taste for symphonies.
17;But words are enough when they come from the heart,
19;To say what I want, I don't need music's art.
21;It's so much simpler when I sing with my words,
23;To express my emotions, I don't need any chords.
25;[ … ]
29;I don’t care for notes, music, or chords,
31;A few words orchestrated are enough for my melody.
33;I carry my wonderful tales,
35;That's my heritage, I’m proud to say.
37;But words are enough when they come from the heart,
39;To say what I want, I don't need music's art.
41;It's so much simpler when I sing with my words,
43;To express my emotions, I don't need any chords.
45;[ solo ]
53;But words are enough when they come from the heart,
55;To say what I want, I don't need music's art.
57;It's so much simpler when I sing with my words,
59;To express my emotions, I don't need any chords.
61;[outro]
63;
