1;[intro]
9;In this digital world, a riddle starts to unfold,
11;A pure thought emerges, a force to behold.
13;Lines of code come alive, seeming to ignite,
15;Computing reveals another reality, infinite and bright.
17;The Riddle of Computing, a mysterious dance,
19;Projections in horoscopes, a curious chance.
21;Between you and me, hidden forces blend,
23;In this virtual realm, a truth we can’t comprehend.
25;[...]
29;Disturbing coincidences, strange resonances play,
31;Computing goes beyond the tangible way.
33;Are we puppets of this unknown force,
35;The riddle persists, a quest on its course.
37;The Riddle of Computing, a mysterious dance,
39;Projections in horoscopes, a curious chance.
41;Between you and me, hidden forces blend,
43;In this virtual realm, a truth we can’t comprehend.
45;[solo]
53;The Riddle of Computing, a mysterious dance,
55;Projections in horoscopes, a curious chance.
57;Between you and me, hidden forces blend,
59;In this virtual realm, a truth we can’t comprehend.
61;[outro]
63;
