1;[intro]
9;Every scattered object tells a story,
11;Precious memories, sometimes trivial glory.
13;I often lose myself,
15;But that’s what draws me in,
17;In my mess,
19;I feel at home,
21;A joyful din,
23;My life in fragments, a vibrant whim.
25;[ … ]
29;My thoughts intertwine,
31;It’s my universe,
33;My dreams come alive,
35;In this proud disorder.
37;In my mess, I’m in harmony,
39;My ideas express themselves with fantasy,
41;A true artist,
43;In my paradise.
45;[ solo ]
53;In my mess, I’m in harmony,
55;My ideas express themselves with fantasy,
57;A true artist,
59;In my paradise.
61;[outro]
63;
