1;[intro]
9;I smile before the cameras' glare,
11;But alone, I reveal a heart that's bare,
13;Lost in my own deceptive game,
15;A mask I wear, so sad and lame.
17;I hide my true feelings deep,
19;Behind a look that's kind but cheap,
21;I seem so sweet, I say what's right,
23;But my words are false, a sorrowful plight.
25;[…]
29;I shine on stage, I draw the crowd,
31;But my ego grows, I feel so bowed,
33;The fans adore me, but they don’t see,
35;The real person I am underneath.
37;I hide my true feelings deep,
39;Behind a look that's kind but cheap,
41;I seem so sweet, I say what's right,
43;But my words are false, a sorrowful plight.
45;[solo]
53;I’m a man with many faces shown,
55;Behind my mask, I am a storm, alone,
57;I’m sorry if I’ve caused you pain,
59;But I’m also a victim, trapped by chains.
61;[outro]
63;
